TYPE,ID,COPIES,BIN,STACK,X,Y,Z,LX,LY,LZ,GROUP_ID
BIN,1,1,0,-1,0,0,0,6,5,5,
STACK,0,1,0,0,0,0,0,6,5,5,
ITEM,0,1,0,0,0,0,0,6,5,5,0
BIN,2,1,1,-1,0,0,0,6,5,5,
STACK,0,1,1,0,0,0,0,6,5,5,
ITEM,1,1,1,0,0,0,0,6,5,5,0
