TYPE,ID,COPIES,BIN,STACK,X,Y,Z,LX,LY,LZ,GROUP_ID
BIN,0,1,0,-1,0,0,0,2,2,6,
STACK,0,1,0,0,0,0,0,2,2,4,
ITEM,0,1,0,0,0,0,0,2,2,2,0
ITEM,0,1,0,0,0,0,2,2,2,2,0
BIN,0,1,1,-1,0,0,0,2,2,6,
STACK,0,1,1,0,0,0,0,2,2,2,
ITEM,0,1,1,0,0,0,0,2,2,2,0
