TYPE,ID,COPIES,BIN,STACK,X,Y,Z,LX,LY,LZ,GROUP_ID
BIN,0,1,0,-1,0,0,0,1360,240,260,
STACK,0,1,0,0,0,0,0,200,200,200,
ITEM,0,1,0,0,0,0,0,200,200,200,0
