TYPE,ID,COPIES,BIN,STACK,X,Y,Z,LX,LY,LZ,GROUP_ID
BIN,0,1,0,-1,0,0,0,1200,2400,650,
STACK,0,1,0,0,0,0,0,734,536,402,
ITEM,0,1,0,0,0,0,0,734,536,402,0
STACK,1,1,0,1,0,536,0,734,536,402,
ITEM,1,1,0,1,0,536,0,734,536,402,0
