TYPE,ID,COPIES,BIN,STACK,X,Y,Z,LX,LY,LZ,GROUP_ID
BIN,0,1,0,-1,0,0,0,1200,1200,1200,
STACK,0,1,0,0,0,0,0,600,600,1200,
ITEM,0,1,0,0,0,0,0,600,600,400,0
ITEM,1,1,0,0,0,0,400,600,600,400,0
ITEM,3,1,0,0,0,0,800,600,600,400,0
STACK,1,1,0,1,600,0,0,600,600,1200,
ITEM,2,1,0,1,600,0,0,600,600,400,0
ITEM,4,1,0,1,600,0,400,600,600,400,0
ITEM,5,1,0,1,600,0,800,600,600,400,0
