TYPE,ID,COPIES,BIN,X,Y,Z,LX,LY,LZ,ROTATION
BIN,0,1,0,0,0,0,100,100,100,
ITEM,0,1,0,0,0,0,50,50,50,XYZ
ITEM,1,1,0,0,0,50,50,50,50,XYZ
ITEM,2,1,0,0,50,0,50,50,50,XYZ
ITEM,3,1,0,0,50,50,50,50,50,XYZ
ITEM,4,1,0,50,0,0,50,50,50,XYZ
ITEM,5,1,0,50,0,50,50,50,50,XYZ
ITEM,6,1,0,50,50,0,50,50,50,XYZ
ITEM,7,1,0,50,50,50,50,50,50,XYZ
