TYPE,ID,COPIES,BIN,STACK,X,Y,Z,LX,LY,LZ,GROUP_ID
BIN,0,1,0,-1,0,0,0,100,100,100,
STACK,0,1,0,0,0,0,0,50,50,100,
ITEM,6,1,0,0,0,0,0,50,50,50,0
ITEM,7,1,0,0,0,0,50,50,50,50,0
STACK,1,1,0,1,0,50,0,50,50,100,
ITEM,3,1,0,1,0,50,0,50,50,50,0
ITEM,5,1,0,1,0,50,50,50,50,50,0
STACK,2,1,0,2,50,0,0,50,50,100,
ITEM,1,1,0,2,50,0,0,50,50,50,0
ITEM,2,1,0,2,50,0,50,50,50,50,0
STACK,3,1,0,3,50,50,0,50,50,100,
ITEM,0,1,0,3,50,50,0,50,50,50,0
ITEM,4,1,0,3,50,50,50,50,50,50,0
