benchmark_id,benchmark_name,category,problem_family,implementation_id,library,algorithm,planned_input_status,planned_capability_status,comparison_track,problem_scope,run_records,legacy_run_records,protocol_v3_run_records,protocol_v3_executed_records,protocol_v3_not_run_records,unique_instances,completed,time_limit,error,valid_complete,valid_partial,invalid_certificate,constraint_violation,no_solution,execution_status
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,packingsolver_upstream_box,PackingSolver upstream,box portfolio,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,packingsolver_upstream_boxstacks,PackingSolver upstream,boxstacks portfolio,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,py3dbp,py3dbp,pivot greedy,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,rust_brkga,u-nesting,BRKGA,SOURCE_INCOMPLETE,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,rust_extreme_point,u-nesting,ExtremePoint,SOURCE_INCOMPLETE,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,rust_ga,u-nesting,GA,SOURCE_INCOMPLETE,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,rust_layer,u-nesting,Layer/BottomLeftFill,SOURCE_INCOMPLETE,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,rust_sa,u-nesting,SA,SOURCE_INCOMPLETE,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,skjolber_fast_bruteforce,skjolber/3d-bin-container-packing,FastBruteForce,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,skjolber_laff,skjolber/3d-bin-container-packing,LAFF,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B05,Martello-Pisinger-Vigo 3D-BPP,PUBLIC_QUALITY,IDENTICAL_BIN_PACKING,skjolber_plain,skjolber/3d-bin-container-packing,Plain,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,0,1,0,1,1,0,0,0,0,0,0,0,0,PROTOCOL_V3_STATUS_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,exact_cp_sat,OR-Tools,strengthened CP-SAT model,VALID,SUPPORTED_NATIVE,EXACT_MODEL,FULL_PROBLEM,5,5,0,0,0,5,5,0,0,4,0,0,0,1,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,exact_cplex,CPLEX,strengthened MIP model,VALID,SUPPORTED_NATIVE,EXACT_MODEL,FULL_PROBLEM,5,5,0,0,0,5,5,0,0,4,0,0,0,1,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,exact_gurobi,Gurobi,strengthened MIP model,VALID,SUPPORTED_NATIVE,EXACT_MODEL,FULL_PROBLEM,5,5,0,0,0,5,5,0,0,4,0,0,0,1,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,exact_scip,SCIP/PySCIPOpt,strengthened MIP model,VALID,SUPPORTED_NATIVE,EXACT_MODEL,FULL_PROBLEM,5,5,0,0,0,5,5,0,0,4,0,0,0,1,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,go_bp3d,gedex/bp3d,pivot greedy,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLANNED
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,jerry,jerry800416/3D-bin-packing,pivot/fix-point greedy,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLANNED
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,packingsolver_fork_box,PackingSolver fork,box portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,packingsolver_fork_boxstacks,PackingSolver fork,boxstacks portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLANNED
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,packingsolver_upstream_box,PackingSolver upstream,box portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,packingsolver_upstream_boxstacks,PackingSolver upstream,boxstacks portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLANNED
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,py3dbp,py3dbp,pivot greedy,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLANNED
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,rust_brkga,u-nesting,BRKGA,VALID,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,rust_extreme_point,u-nesting,ExtremePoint,VALID,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,rust_ga,u-nesting,GA,VALID,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,rust_layer,u-nesting,Layer/BottomLeftFill,VALID,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,rust_sa,u-nesting,SA,VALID,SUPPORTED_COMPOSED,COMPOSED,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,skjolber_fast_bruteforce,skjolber/3d-bin-container-packing,FastBruteForce,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,skjolber_laff,skjolber/3d-bin-container-packing,LAFF,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B06,Exact-oracle generated,PUBLIC_QUALITY,EXACT_ORACLE,skjolber_plain,skjolber/3d-bin-container-packing,Plain,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1,1,0,0,0,1,1,0,0,1,0,0,0,0,LEGACY_BASELINE_ONLY
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,exact_cp_sat,OR-Tools,strengthened CP-SAT model,VALID,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,exact_cplex,CPLEX,strengthened MIP model,VALID,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,exact_gurobi,Gurobi,strengthened MIP model,VALID,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,exact_scip,SCIP/PySCIPOpt,strengthened MIP model,VALID,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,go_bp3d,gedex/bp3d,pivot greedy,VALID,PROJECTION_ONLY,COMPOSED,GEOMETRY_PROJECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLANNED
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,jerry,jerry800416/3D-bin-packing,pivot/fix-point greedy,VALID,PROJECTION_ONLY,COMPOSED,GEOMETRY_PROJECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLANNED
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,packingsolver_fork_box,PackingSolver fork,box portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1800,0,1800,1800,0,900,52,1748,0,0,1800,0,0,0,PROTOCOL_V3_EXECUTED
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,packingsolver_fork_boxstacks,PackingSolver fork,boxstacks portfolio,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,packingsolver_upstream_box,PackingSolver upstream,box portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,1800,0,1800,1800,0,900,52,1748,0,0,1800,0,0,0,PROTOCOL_V3_EXECUTED
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,packingsolver_upstream_boxstacks,PackingSolver upstream,boxstacks portfolio,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,py3dbp,py3dbp,pivot greedy,VALID,PROJECTION_ONLY,COMPOSED,GEOMETRY_PROJECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLANNED
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,rust_brkga,u-nesting,BRKGA,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,rust_extreme_point,u-nesting,ExtremePoint,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,rust_ga,u-nesting,GA,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,rust_layer,u-nesting,Layer/BottomLeftFill,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,rust_sa,u-nesting,SA,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,skjolber_fast_bruteforce,skjolber/3d-bin-container-packing,FastBruteForce,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,skjolber_laff,skjolber/3d-bin-container-packing,LAFF,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B07,Davies-Bischoff BR0/BR8-15,PUBLIC_QUALITY,VOLUME_KNAPSACK,skjolber_plain,skjolber/3d-bin-container-packing,Plain,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,exact_cp_sat,OR-Tools,strengthened CP-SAT model,SOURCE_INCOMPLETE,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,exact_cplex,CPLEX,strengthened MIP model,SOURCE_INCOMPLETE,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,exact_gurobi,Gurobi,strengthened MIP model,SOURCE_INCOMPLETE,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,exact_scip,SCIP/PySCIPOpt,strengthened MIP model,SOURCE_INCOMPLETE,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,go_bp3d,gedex/bp3d,pivot greedy,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,jerry,jerry800416/3D-bin-packing,pivot/fix-point greedy,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,packingsolver_fork_box,PackingSolver fork,box portfolio,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,packingsolver_fork_boxstacks,PackingSolver fork,boxstacks portfolio,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,packingsolver_upstream_box,PackingSolver upstream,box portfolio,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,packingsolver_upstream_boxstacks,PackingSolver upstream,boxstacks portfolio,SOURCE_INCOMPLETE,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,py3dbp,py3dbp,pivot greedy,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,rust_brkga,u-nesting,BRKGA,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,rust_extreme_point,u-nesting,ExtremePoint,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,rust_ga,u-nesting,GA,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,rust_layer,u-nesting,Layer/BottomLeftFill,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,rust_sa,u-nesting,SA,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,skjolber_fast_bruteforce,skjolber/3d-bin-container-packing,FastBruteForce,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,skjolber_laff,skjolber/3d-bin-container-packing,LAFF,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B08,Public 3D multiple-bin-size/cost,PUBLIC_QUALITY,VARIABLE_COST_BIN_PACKING,skjolber_plain,skjolber/3d-bin-container-packing,Plain,SOURCE_INCOMPLETE,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,exact_cp_sat,OR-Tools,strengthened CP-SAT model,VALID,SUPPORTED_NATIVE,EXACT_MODEL,FULL_PROBLEM,2,2,0,0,0,2,2,0,0,2,0,0,0,0,LEGACY_BASELINE_ONLY
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,exact_cplex,CPLEX,strengthened MIP model,VALID,SUPPORTED_NATIVE,EXACT_MODEL,FULL_PROBLEM,2,2,0,0,0,2,2,0,0,2,0,0,0,0,LEGACY_BASELINE_ONLY
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,exact_gurobi,Gurobi,strengthened MIP model,VALID,SUPPORTED_NATIVE,EXACT_MODEL,FULL_PROBLEM,2,2,0,0,0,2,2,0,0,2,0,0,0,0,LEGACY_BASELINE_ONLY
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,exact_scip,SCIP/PySCIPOpt,strengthened MIP model,VALID,SUPPORTED_NATIVE,EXACT_MODEL,FULL_PROBLEM,2,2,0,0,0,2,2,0,0,2,0,0,0,0,LEGACY_BASELINE_ONLY
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,go_bp3d,gedex/bp3d,pivot greedy,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,jerry,jerry800416/3D-bin-packing,pivot/fix-point greedy,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,packingsolver_fork_box,PackingSolver fork,box portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,4,2,2,2,0,4,4,0,0,4,0,0,0,0,PROTOCOL_V3_WITH_LEGACY_BASELINE
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,packingsolver_fork_boxstacks,PackingSolver fork,boxstacks portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,3,1,2,2,0,3,3,0,0,3,0,0,0,0,PROTOCOL_V3_WITH_LEGACY_BASELINE
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,packingsolver_upstream_box,PackingSolver upstream,box portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,4,2,2,2,0,4,3,0,1,3,0,1,0,0,PROTOCOL_V3_WITH_LEGACY_BASELINE
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,packingsolver_upstream_boxstacks,PackingSolver upstream,boxstacks portfolio,VALID,SUPPORTED_NATIVE,NATIVE,FULL_PROBLEM,2,0,2,2,0,2,2,0,0,2,0,0,0,0,PROTOCOL_V3_EXECUTED
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,py3dbp,py3dbp,pivot greedy,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,rust_brkga,u-nesting,BRKGA,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,rust_extreme_point,u-nesting,ExtremePoint,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,rust_ga,u-nesting,GA,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,rust_layer,u-nesting,Layer/BottomLeftFill,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,rust_sa,u-nesting,SA,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,skjolber_fast_bruteforce,skjolber/3d-bin-container-packing,FastBruteForce,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,skjolber_laff,skjolber/3d-bin-container-packing,LAFF,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B09,Variable-cost exact truth,CONSTRAINT_CONFORMANCE,VARIABLE_COST_BIN_PACKING,skjolber_plain,skjolber/3d-bin-container-packing,Plain,VALID,ADAPTER_MISSING,NATIVE,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAPTER_MISSING
B10,Fixed heterogeneous MCLP,PUBLIC_QUALITY,FIXED_HETEROGENEOUS_LOADING,exact_cp_sat,OR-Tools,strengthened CP-SAT model,SOURCE_INCOMPLETE,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
B10,Fixed heterogeneous MCLP,PUBLIC_QUALITY,FIXED_HETEROGENEOUS_LOADING,exact_cplex,CPLEX,strengthened MIP model,SOURCE_INCOMPLETE,ADAPTER_MISSING,EXACT_MODEL,FULL_PROBLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOURCE_PENDING
