benchmark_id,problem_variant,problem_scope,comparison_track,implementation_id,time_limit_s,item_order,adapter,rank_scope,planned_records,valid_records,invalid_records,valid_rate,instance_set_sha256,mean_volume_utilization,median_volume_utilization,p95_volume_utilization,mean_wall_s
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,py3dbp,10.0,DESCENDING,b07_python_projection_v1,PER_SUPPORTED_INSTANCE_SET,900,860,40,0.9555555555555556,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,0.7744871880255763,0.7736683946158176,0.8181024220312519,3.177571102508972
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,jerry,10.0,DESCENDING,b07_python_projection_nofix_v1,PER_SUPPORTED_INSTANCE_SET,900,859,41,0.9544444444444444,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,0.7743663857351357,0.7736640741890393,0.8181024220312519,4.122247553833005
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,py3dbp,10.0,ASCENDING,b07_python_projection_v1,PER_SUPPORTED_INSTANCE_SET,900,858,42,0.9533333333333334,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,0.5178008900184521,0.5031257456890449,0.7276901469676254,4.4440828596145705
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,jerry,10.0,ASCENDING,b07_python_projection_nofix_v1,PER_SUPPORTED_INSTANCE_SET,900,855,45,0.95,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,0.5172074309117212,0.5030798993141157,0.7238376556433747,5.379726070300703
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,jerry,10.0,ASCENDING,b07_python_projection_v1,PER_SUPPORTED_INSTANCE_SET,900,760,140,0.8444444444444444,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,0.6025201804161247,0.5922075785603141,0.7147714062191547,6.785724495802883
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,jerry,10.0,DESCENDING,b07_python_projection_v1,PER_SUPPORTED_INSTANCE_SET,900,723,177,0.8033333333333333,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,0.8085921903086667,0.8097490430254686,0.8410873915988304,5.510727809630025
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,py3dbp,1.0,ASCENDING,b07_python_projection_v1,PER_SUPPORTED_INSTANCE_SET,900,18,882,0.02,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,0.7844604643653784,0.7725449008661458,0.9189448055508843,0.70138919676861
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,py3dbp,1.0,DESCENDING,b07_python_projection_v1,PER_SUPPORTED_INSTANCE_SET,900,15,885,0.016666666666666666,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,0.7854262012392756,0.7909646250102195,0.8846743827273326,0.664432167277361
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,jerry,1.0,ASCENDING,b07_python_projection_v1,PER_SUPPORTED_INSTANCE_SET,900,0,900,0.0,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,,,,
B07,RELAXED_ALL_ROTATIONS,GEOMETRY_PROJECTION,COMPOSED,jerry,1.0,DESCENDING,b07_python_projection_v1,PER_SUPPORTED_INSTANCE_SET,900,0,900,0.0,8f467a0a6edf9cb093827db6d8a4b078abac58ecb7b3781be5f58502775c4246,,,,
