file,implementation,algorithm,instance_id,type,n,replicate,budget_s,status,valid_complete,bins_used,lower_bound,upper_bound,run_status,wall_s
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:001,1,30,1,10.0,VALID_COMPLETE,True,9,,,COMPLETED,2.0838773699942976
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:002,1,30,2,10.0,VALID_COMPLETE,True,11,,,TIME_LIMIT,11.351553736953065
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:003,1,30,3,10.0,VALID_COMPLETE,True,8,,,TIME_LIMIT,10.475289861904457
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:004,1,30,4,10.0,VALID_COMPLETE,True,7,,,COMPLETED,1.4954870101064444
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:005,1,30,5,10.0,VALID_COMPLETE,True,10,,,TIME_LIMIT,10.68505199905485
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:006,1,30,6,10.0,VALID_COMPLETE,True,7,,,COMPLETED,2.123617900069803
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:007,1,30,7,10.0,VALID_COMPLETE,True,8,,,TIME_LIMIT,10.543829115806147
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:008,1,30,8,10.0,VALID_COMPLETE,True,9,,,COMPLETED,1.1413429640233517
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:009,1,30,9,10.0,VALID_COMPLETE,True,9,,,COMPLETED,3.5925181328784674
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n30:010,1,30,10,10.0,VALID_COMPLETE,True,8,,,TIME_LIMIT,10.997287811944261
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:001,1,60,1,10.0,VALID_COMPLETE,True,15,,,TIME_LIMIT,15.529505043057725
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:002,1,60,2,10.0,VALID_COMPLETE,True,14,,,TIME_LIMIT,10.315382041037083
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:003,1,60,3,10.0,VALID_COMPLETE,True,16,,,TIME_LIMIT,18.832169148139656
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:004,1,60,4,10.0,VALID_COMPLETE,True,13,,,TIME_LIMIT,10.080324962968007
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:005,1,60,5,10.0,VALID_COMPLETE,True,18,,,TIME_LIMIT,18.958067181985825
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:006,1,60,6,10.0,VALID_COMPLETE,True,15,,,TIME_LIMIT,10.06796901510097
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:007,1,60,7,10.0,VALID_COMPLETE,True,15,,,TIME_LIMIT,18.773291054880247
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:008,1,60,8,10.0,VALID_COMPLETE,True,16,,,TIME_LIMIT,13.9066955789458
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:009,1,60,9,10.0,VALID_COMPLETE,True,15,,,TIME_LIMIT,23.279360961169004
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n60:010,1,60,10,10.0,VALID_COMPLETE,True,15,,,TIME_LIMIT,22.291941112140194
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:001,1,90,1,10.0,VALID_COMPLETE,True,27,,,TIME_LIMIT,10.212830753065646
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:002,1,90,2,10.0,VALID_COMPLETE,True,23,,,TIME_LIMIT,10.072284637019038
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:003,1,90,3,10.0,VALID_COMPLETE,True,24,,,TIME_LIMIT,10.0872455581557
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:004,1,90,4,10.0,VALID_COMPLETE,True,21,,,TIME_LIMIT,10.095370047958568
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:005,1,90,5,10.0,VALID_COMPLETE,True,28,,,TIME_LIMIT,10.068148978054523
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:006,1,90,6,10.0,VALID_COMPLETE,True,24,,,TIME_LIMIT,10.098035405157134
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:007,1,90,7,10.0,VALID_COMPLETE,True,21,,,TIME_LIMIT,10.027975825825706
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:008,1,90,8,10.0,VALID_COMPLETE,True,25,,,TIME_LIMIT,10.08436419791542
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:009,1,90,9,10.0,VALID_COMPLETE,True,27,,,TIME_LIMIT,10.161208205157891
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t1_n90:010,1,90,10,10.0,VALID_COMPLETE,True,24,,,TIME_LIMIT,10.075316908070818
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:001,6,30,1,10.0,VALID_COMPLETE,True,1,,,COMPLETED,9.074398205149919
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:002,6,30,2,10.0,VALID_COMPLETE,True,1,,,COMPLETED,6.080598354106769
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:003,6,30,3,10.0,VALID_COMPLETE,True,1,,,COMPLETED,5.083537811879069
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:004,6,30,4,10.0,VALID_COMPLETE,True,1,,,COMPLETED,5.090836769901216
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:005,6,30,5,10.0,VALID_COMPLETE,True,1,,,COMPLETED,5.058037816081196
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:006,6,30,6,10.0,VALID_COMPLETE,True,1,,,COMPLETED,4.0675226780585945
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:007,6,30,7,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.035761412931606
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:008,6,30,8,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0424477360211313
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:009,6,30,9,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.0302474829368293
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n30:010,6,30,10,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.032300839899108
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:001,6,60,1,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0159313848707825
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:002,6,60,2,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.023594581987709
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:003,6,60,3,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0057385091204196
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:004,6,60,4,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.005729218944907
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:005,6,60,5,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0070988130755723
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:006,6,60,6,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.006633399054408
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:007,6,60,7,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.007814839016646
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:008,6,60,8,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.005531006027013
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:009,6,60,9,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.005511326948181
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n60:010,6,60,10,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0061612110584974
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:001,6,90,1,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.008050911128521
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:002,6,90,2,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.007726921932772
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:003,6,90,3,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.006733536021784
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:004,6,90,4,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0070543251931667
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:005,6,90,5,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.007472031051293
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:006,6,90,6,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.005294338800013
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:007,6,90,7,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0063116438686848
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:008,6,90,8,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0076685990206897
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:009,6,90,9,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0079517809208483
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t6_n90:010,6,90,10,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0064681249205023
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:001,7,30,1,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.1109111530240625
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:002,7,30,2,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.0954671599902213
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:003,7,30,3,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0961236089933664
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:004,7,30,4,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.089728523977101
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:005,7,30,5,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.078836092958227
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:006,7,30,6,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.1135991038754582
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:007,7,30,7,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0982333400752395
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:008,7,30,8,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0942487760912627
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:009,7,30,9,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.108681021956727
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n30:010,7,30,10,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.106202590977773
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:001,7,60,1,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0053570319432765
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:002,7,60,2,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0057640958111733
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:003,7,60,3,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.00625705299899
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:004,7,60,4,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0051797730848193
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:005,7,60,5,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.009798560058698
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:006,7,60,6,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0083748581819236
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:007,7,60,7,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0071673621423542
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:008,7,60,8,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0053051481954753
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:009,7,60,9,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.005818635225296
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n60:010,7,60,10,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0075947518926114
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:001,7,90,1,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0064675190951675
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:002,7,90,2,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.0086525559891015
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:003,7,90,3,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.006817271001637
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:004,7,90,4,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.0138446879573166
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:005,7,90,5,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.007861986057833
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:006,7,90,6,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.0184499078895897
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:007,7,90,7,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.0297374320216477
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:008,7,90,8,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.026651192922145
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:009,7,90,9,10.0,VALID_COMPLETE,True,1,,,COMPLETED,2.010686879977584
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t7_n90:010,7,90,10,10.0,VALID_COMPLETE,True,1,,,COMPLETED,3.027191488072276
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:001,8,30,1,10.0,VALID_COMPLETE,True,5,,,COMPLETED,1.1799919831100851
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:002,8,30,2,10.0,VALID_COMPLETE,True,5,,,TIME_LIMIT,11.173719705082476
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:003,8,30,3,10.0,VALID_COMPLETE,True,8,,,COMPLETED,2.458458910929039
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:004,8,30,4,10.0,VALID_COMPLETE,True,5,,,TIME_LIMIT,12.50651306193322
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:005,8,30,5,10.0,VALID_COMPLETE,True,7,,,TIME_LIMIT,10.59706748998724
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:006,8,30,6,10.0,VALID_COMPLETE,True,6,,,COMPLETED,2.068884734995663
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:007,8,30,7,10.0,VALID_COMPLETE,True,5,,,COMPLETED,2.9545586560852826
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:008,8,30,8,10.0,VALID_COMPLETE,True,5,,,COMPLETED,1.7332527320832014
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:009,8,30,9,10.0,VALID_COMPLETE,True,9,,,COMPLETED,5.982610150938854
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n30:010,8,30,10,10.0,VALID_COMPLETE,True,5,,,TIME_LIMIT,10.940421545878053
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:001,8,60,1,10.0,VALID_COMPLETE,True,13,,,TIME_LIMIT,10.120099707972258
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:002,8,60,2,10.0,VALID_COMPLETE,True,14,,,TIME_LIMIT,25.952009866945446
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:003,8,60,3,10.0,VALID_COMPLETE,True,12,,,TIME_LIMIT,20.852121610194445
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:004,8,60,4,10.0,VALID_COMPLETE,True,9,,,TIME_LIMIT,10.079118140041828
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:005,8,60,5,10.0,VALID_COMPLETE,True,12,,,TIME_LIMIT,23.82138750818558
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:006,8,60,6,10.0,VALID_COMPLETE,True,10,,,TIME_LIMIT,10.075078614987433
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:007,8,60,7,10.0,VALID_COMPLETE,True,11,,,TIME_LIMIT,23.564551397925243
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:008,8,60,8,10.0,VALID_COMPLETE,True,8,,,TIME_LIMIT,10.125926038017496
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:009,8,60,9,10.0,VALID_COMPLETE,True,10,,,TIME_LIMIT,15.62847633799538
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n60:010,8,60,10,10.0,VALID_COMPLETE,True,12,,,TIME_LIMIT,16.209019159898162
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:001,8,90,1,10.0,VALID_COMPLETE,True,11,,,TIME_LIMIT,10.093954383162782
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:002,8,90,2,10.0,VALID_COMPLETE,True,12,,,TIME_LIMIT,10.082274930085987
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:003,8,90,3,10.0,VALID_COMPLETE,True,18,,,TIME_LIMIT,10.08279409701936
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:004,8,90,4,10.0,VALID_COMPLETE,True,15,,,TIME_LIMIT,10.132041237782687
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:005,8,90,5,10.0,VALID_COMPLETE,True,15,,,TIME_LIMIT,10.102766816969961
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:006,8,90,6,10.0,VALID_COMPLETE,True,16,,,TIME_LIMIT,10.13133149407804
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:007,8,90,7,10.0,VALID_COMPLETE,True,16,,,TIME_LIMIT,10.072499446105212
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:008,8,90,8,10.0,VALID_COMPLETE,True,13,,,TIME_LIMIT,10.175190683919936
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:009,8,90,9,10.0,VALID_COMPLETE,True,16,,,TIME_LIMIT,10.110045443056151
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t8_n90:010,8,90,10,10.0,VALID_COMPLETE,True,15,,,TIME_LIMIT,10.051055614138022
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:001,9,30,1,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0796173519920558
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:002,9,30,2,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0884880090598017
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:003,9,30,3,10.0,VALID_COMPLETE,True,3,,,COMPLETED,3.176904470194131
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:004,9,30,4,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0668618010822684
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:005,9,30,5,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0782889651600271
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:006,9,30,6,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0448581429664046
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:007,9,30,7,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0465078440029174
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:008,9,30,8,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0582705680280924
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:009,9,30,9,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.1352381280157715
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n30:010,9,30,10,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0848219410981983
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n60:001,9,60,1,10.0,VALID_COMPLETE,True,3,,,COMPLETED,1.0629034650046378
B05-MPV-GEN-fork-box-10s-finite.jsonl,packingsolver_fork_box,box portfolio,IMM:mpvgen_t9_n60:002,9,60,2,10.0,VALID_COMPLETE,True,4,,,TIME_LIMIT,10.040581359062344
